cusip,fundid,paramt,net_change,holdingbond,totalpar,matchp,yq
38141GFD,28018,3215,0,421,920.727,0.200390778,200903
852061AD,28018,2055,0,421,920.727,0.200390778,200903
00184AAC,29242,300,0,2063,874.279,0.200390778,200903
00184AAF,29242,50,0,2063,874.279,0.200390778,200903
00209AAE,29242,550,0,2063,874.279,0.200390778,200903
00209AAG,29242,475,0,2063,874.279,0.200390778,200903
00209TAA,29242,110,-190,2063,874.279,0.200390778,200903
06051GDX,29242,200,0,2063,874.279,0.200390778,200903
111021AD,29242,25,0,2063,874.279,0.200390778,200903
111021AE,29242,350,0,2063,874.279,0.200390778,200903
172967CQ,29242,975,0,2063,874.279,0.200390778,200903
208251AE,29242,100,100,2063,874.279,0.200390778,200903
25156PAC,29242,425,0,2063,874.279,0.200390778,200903
25179SAC,29242,200,0,2063,874.279,0.200390778,200903
260543BX,29242,350,0,2063,874.279,0.200390778,200903
337932AB,29242,8,-167,2063,874.279,0.200390778,200903
337932AC,29242,200,0,2063,874.279,0.200390778,200903
35177PAK,29242,825,0,2063,874.279,0.200390778,200903
35671DAS,29242,325,0,2063,874.279,0.200390778,200903
369604AY,29242,850,0,2063,874.279,0.200390778,200903
36962G3U,29242,1175,0,2063,874.279,0.200390778,200903
36962GXZ,29242,1175,0,2063,874.279,0.200390778,200903
36962GYY,29242,475,0,2063,874.279,0.200390778,200903
38141EA2,29242,125,0,2063,874.279,0.200390778,200903
38141GFD,29242,600,0,2063,874.279,0.200390778,200903
38141GFM,29242,200,0,2063,874.279,0.200390778,200903
437076AP,29242,175,0,2063,874.279,0.200390778,200903
46625HGY,29242,75,0,2063,874.279,0.200390778,200903
59018YN6,29242,625,0,2063,874.279,0.200390778,200903
6174466Q,29242,100,0,2063,874.279,0.200390778,200903
617446GM,29242,500,0,2063,874.279,0.200390778,200903
617446HR,29242,125,0,2063,874.279,0.200390778,200903
61748AAE,29242,525,0,2063,874.279,0.200390778,200903
00184AAC,29844,8350,0,2734,29529.924,0.200390778,200903
00184AAF,29844,5500,0,2734,29529.924,0.200390778,200903
00209AAE,29844,11969,44,2734,29529.924,0.200390778,200903
00209AAG,29844,11105,0,2734,29529.924,0.200390778,200903
00209TAA,29844,2562,-2898,2734,29529.924,0.200390778,200903
032511AX,29844,5171,96,2734,29529.924,0.200390778,200903
06051GDX,29844,26250,0,2734,29529.924,0.200390778,200903
111021AD,29844,6835,0,2734,29529.924,0.200390778,200903
111021AE,29844,10285,0,2734,29529.924,0.200390778,200903
172967CQ,29844,29237,6494,2734,29529.924,0.200390778,200903
208251AE,29844,4190,3285,2734,29529.924,0.200390778,200903
25156PAC,29844,16866,36,2734,29529.924,0.200390778,200903
25179SAC,29844,7960,0,2734,29529.924,0.200390778,200903
260543BX,29844,8237,12,2734,29529.924,0.200390778,200903
337932AB,29844,1584,-37146,2734,29529.924,0.200390778,200903
337932AC,29844,6446,56,2734,29529.924,0.200390778,200903
35177PAK,29844,17510,4935,2734,29529.924,0.200390778,200903
35671DAS,29844,18170,20,2734,29529.924,0.200390778,200903
369604AY,29844,28015,0,2734,29529.924,0.200390778,200903
36962G3U,29844,26500,0,2734,29529.924,0.200390778,200903
36962GXZ,29844,35581,96,2734,29529.924,0.200390778,200903
36962GYY,29844,21425,0,2734,29529.924,0.200390778,200903
38141EA2,29844,825,0,2734,29529.924,0.200390778,200903
38141GAZ,29844,2850,0,2734,29529.924,0.200390778,200903
38141GFD,29844,34136,36,2734,29529.924,0.200390778,200903
38141GFM,29844,12375,0,2734,29529.924,0.200390778,200903
437076AP,29844,3196,96,2734,29529.924,0.200390778,200903
46625HGY,29844,3325,0,2734,29529.924,0.200390778,200903
59018YN6,29844,12036,36,2734,29529.924,0.200390778,200903
6174466Q,29844,16125,0,2734,29529.924,0.200390778,200903
617446GM,29844,16265,0,2734,29529.924,0.200390778,200903
617446HR,29844,16486,136,2734,29529.924,0.200390778,200903
61748AAE,29844,24957,0,2734,29529.924,0.200390778,200903
00184AAC,29969,460,0,1813,1733.087,0.200390778,200903
00184AAF,29969,100,0,1813,1733.087,0.200390778,200903
00209AAE,29969,650,0,1813,1733.087,0.200390778,200903
00209AAG,29969,600,0,1813,1733.087,0.200390778,200903
032511AX,29969,200,0,1813,1733.087,0.200390778,200903
06051GDX,29969,650,0,1813,1733.087,0.200390778,200903
111021AD,29969,375,0,1813,1733.087,0.200390778,200903
111021AE,29969,1125,0,1813,1733.087,0.200390778,200903
172967CQ,29969,3325,0,1813,1733.087,0.200390778,200903
208251AE,29969,175,175,1813,1733.087,0.200390778,200903
25156PAC,29969,1700,0,1813,1733.087,0.200390778,200903
25179SAC,29969,475,0,1813,1733.087,0.200390778,200903
260543BX,29969,950,0,1813,1733.087,0.200390778,200903
35177PAK,29969,700,0,1813,1733.087,0.200390778,200903
35671DAS,29969,875,0,1813,1733.087,0.200390778,200903
369604AY,29969,2000,0,1813,1733.087,0.200390778,200903
36962G3U,29969,1000,0,1813,1733.087,0.200390778,200903
36962GXZ,29969,3075,0,1813,1733.087,0.200390778,200903
36962GYY,29969,925,0,1813,1733.087,0.200390778,200903
38141EA2,29969,200,0,1813,1733.087,0.200390778,200903
38141GAZ,29969,1025,0,1813,1733.087,0.200390778,200903
38141GFD,29969,1050,0,1813,1733.087,0.200390778,200903
38141GFM,29969,100,0,1813,1733.087,0.200390778,200903
437076AP,29969,1100,0,1813,1733.087,0.200390778,200903
59018YN6,29969,450,0,1813,1733.087,0.200390778,200903
6174466Q,29969,725,0,1813,1733.087,0.200390778,200903
617446GM,29969,550,0,1813,1733.087,0.200390778,200903
61748AAE,29969,1200,0,1813,1733.087,0.200390778,200903
00184AAF,32593,1585,0,1436,2047.288,0.200390778,200903
00209AAE,32593,300,0,1436,2047.288,0.200390778,200903
00209AAG,32593,953,0,1436,2047.288,0.200390778,200903
00209TAA,32593,1073,0,1436,2047.288,0.200390778,200903
032511AX,32593,1202,0,1436,2047.288,0.200390778,200903
06051GDX,32593,1100,0,1436,2047.288,0.200390778,200903
111021AD,32593,951,0,1436,2047.288,0.200390778,200903
111021AE,32593,515,0,1436,2047.288,0.200390778,200903
172967CQ,32593,1565,0,1436,2047.288,0.200390778,200903
208251AE,32593,540,0,1436,2047.288,0.200390778,200903
25156PAC,32593,572,0,1436,2047.288,0.200390778,200903
25179SAC,32593,962,0,1436,2047.288,0.200390778,200903
260543BX,32593,1275,0,1436,2047.288,0.200390778,200903
337932AB,32593,21,0,1436,2047.288,0.200390778,200903
337932AC,32593,369,0,1436,2047.288,0.200390778,200903
35177PAK,32593,1872,0,1436,2047.288,0.200390778,200903
35671DAS,32593,1000,0,1436,2047.288,0.200390778,200903
369604AY,32593,2025,0,1436,2047.288,0.200390778,200903
36962G3U,32593,2500,0,1436,2047.288,0.200390778,200903
36962GXZ,32593,1144,0,1436,2047.288,0.200390778,200903
38141EA2,32593,1000,0,1436,2047.288,0.200390778,200903
38141GAZ,32593,2000,0,1436,2047.288,0.200390778,200903
38141GFD,32593,996,0,1436,2047.288,0.200390778,200903
38141GFM,32593,1954,0,1436,2047.288,0.200390778,200903
437076AP,32593,1442,0,1436,2047.288,0.200390778,200903
46625HGY,32593,976,0,1436,2047.288,0.200390778,200903
59018YN6,32593,2500,0,1436,2047.288,0.200390778,200903
61748AAE,32593,1000,0,1436,2047.288,0.200390778,200903
00184AAC,33117,15,0,414,10.683,0.200390778,200903
00209AAE,33117,70,0,414,10.683,0.200390778,200903
00209TAA,33117,100,50,414,10.683,0.200390778,200903
06051GDX,33117,20,0,414,10.683,0.200390778,200903
172967CQ,33117,16,6,414,10.683,0.200390778,200903
208251AE,33117,5,5,414,10.683,0.200390778,200903
25156PAB,33117,50,0,414,10.683,0.200390778,200903
25156PAC,33117,50,25,414,10.683,0.200390778,200903
260543BX,33117,6,6,414,10.683,0.200390778,200903
337932AC,33117,6,0,414,10.683,0.200390778,200903
345397TS,33117,10,0,414,10.683,0.200390778,200903
35177PAK,33117,40,0,414,10.683,0.200390778,200903
35671DAS,33117,5,5,414,10.683,0.200390778,200903
36962G3U,33117,40,25,414,10.683,0.200390778,200903
36962GYY,33117,60,0,414,10.683,0.200390778,200903
38141GFD,33117,44,0,414,10.683,0.200390778,200903
61748AAE,33117,55,30,414,10.683,0.200390778,200903
629377AU,33117,5,0,414,10.683,0.200390778,200903
852060AD,33117,7,7,414,10.683,0.200390778,200903
852060AT,33117,0,-6,414,10.683,0.200390778,200903
00184AAC,33119,45,0,424,33.333,0.200390778,200903
00209AAE,33119,250,0,424,33.333,0.200390778,200903
00209TAA,33119,345,175,424,33.333,0.200390778,200903
06051GDX,33119,115,0,424,33.333,0.200390778,200903
172967CQ,33119,31,11,424,33.333,0.200390778,200903
208251AE,33119,9,9,424,33.333,0.200390778,200903
25156PAB,33119,170,0,424,33.333,0.200390778,200903
25156PAC,33119,175,50,424,33.333,0.200390778,200903
260543BX,33119,13,13,424,33.333,0.200390778,200903
337932AC,33119,13,0,424,33.333,0.200390778,200903
345397TS,33119,15,0,424,33.333,0.200390778,200903
35177PAK,33119,100,0,424,33.333,0.200390778,200903
35671DAS,33119,11,11,424,33.333,0.200390778,200903
36962G3U,33119,135,75,424,33.333,0.200390778,200903
36962GYY,33119,190,0,424,33.333,0.200390778,200903
38141EA2,33119,10,0,424,33.333,0.200390778,200903
38141GFD,33119,159,0,424,33.333,0.200390778,200903
6174466Q,33119,100,0,424,33.333,0.200390778,200903
61748AAE,33119,145,60,424,33.333,0.200390778,200903
629377AU,33119,10,0,424,33.333,0.200390778,200903
852060AD,33119,14,14,424,33.333,0.200390778,200903
852060AT,33119,0,-12,424,33.333,0.200390778,200903
00184AAC,40931,50,0,436,42.274,0.200390778,200903
00209AAE,40931,300,0,436,42.274,0.200390778,200903
00209TAA,40931,400,200,436,42.274,0.200390778,200903
06051GDX,40931,240,0,436,42.274,0.200390778,200903
172967CQ,40931,56,17,436,42.274,0.200390778,200903
208251AE,40931,20,20,436,42.274,0.200390778,200903
25156PAB,40931,200,0,436,42.274,0.200390778,200903
25156PAC,40931,175,25,436,42.274,0.200390778,200903
260543BX,40931,19,19,436,42.274,0.200390778,200903
337932AC,40931,26,0,436,42.274,0.200390778,200903
345397TS,40931,30,0,436,42.274,0.200390778,200903
35177PAK,40931,70,0,436,42.274,0.200390778,200903
35671DAS,40931,16,16,436,42.274,0.200390778,200903
36962G3U,40931,145,75,436,42.274,0.200390778,200903
36962GYY,40931,220,0,436,42.274,0.200390778,200903
38141EA2,40931,50,0,436,42.274,0.200390778,200903
38141GFD,40931,188,0,436,42.274,0.200390778,200903
61748AAE,40931,210,40,436,42.274,0.200390778,200903
629377AU,40931,30,0,436,42.274,0.200390778,200903
852060AD,40931,61,61,436,42.274,0.200390778,200903
852060AT,40931,0,-53,436,42.274,0.200390778,200903
00184AAC,40939,55,0,428,38.384,0.200390778,200903
00209AAE,40939,300,0,428,38.384,0.200390778,200903
00209TAA,40939,425,225,428,38.384,0.200390778,200903
06051GDX,40939,195,0,428,38.384,0.200390778,200903
172967CQ,40939,25,6,428,38.384,0.200390778,200903
208251AE,40939,9,9,428,38.384,0.200390778,200903
25156PAB,40939,220,0,428,38.384,0.200390778,200903
25156PAC,40939,175,25,428,38.384,0.200390778,200903
260543BX,40939,6,6,428,38.384,0.200390778,200903
337932AC,40939,13,0,428,38.384,0.200390778,200903
345397TS,40939,10,0,428,38.384,0.200390778,200903
35177PAK,40939,170,0,428,38.384,0.200390778,200903
35671DAS,40939,11,11,428,38.384,0.200390778,200903
36962G3U,40939,150,75,428,38.384,0.200390778,200903
36962GYY,40939,230,0,428,38.384,0.200390778,200903
38141EA2,40939,50,0,428,38.384,0.200390778,200903
38141GFD,40939,176,0,428,38.384,0.200390778,200903
6174466Q,40939,100,0,428,38.384,0.200390778,200903
61748AAE,40939,265,35,428,38.384,0.200390778,200903
629377AU,40939,15,0,428,38.384,0.200390778,200903
852060AD,40939,18,18,428,38.384,0.200390778,200903
852060AT,40939,0,-16,428,38.384,0.200390778,200903
032511AX,44827,695,0,803,2852.327,0.200390778,200903
111021AE,44827,1660,0,803,2852.327,0.200390778,200903
337932AB,44827,187,-4008,803,2852.327,0.200390778,200903
337932AC,44827,2080,175,803,2852.327,0.200390778,200903
345397TS,44827,2000,0,803,2852.327,0.200390778,200903
35671DAS,44827,3920,0,803,2852.327,0.200390778,200903
370442BT,44827,0,-5265,803,2852.327,0.200390778,200903
38141EA2,44827,9425,0,803,2852.327,0.200390778,200903
38141GFD,44827,10030,0,803,2852.327,0.200390778,200903
46625HGY,44827,9100,0,803,2852.327,0.200390778,200903
59018YN6,44827,5045,0,803,2852.327,0.200390778,200903
6174466Q,44827,6520,0,803,2852.327,0.200390778,200903
852060AD,44827,3380,85,803,2852.327,0.200390778,200903
852060AJ,44827,2795,0,803,2852.327,0.200390778,200903
852060AS,44827,1250,0,803,2852.327,0.200390778,200903
00184AAF,45585,650,0,1560,1211.666,0.200390778,200903
00209AAE,45585,300,0,1560,1211.666,0.200390778,200903
00209AAG,45585,325,0,1560,1211.666,0.200390778,200903
00209TAA,45585,0,-1000,1560,1211.666,0.200390778,200903
032511AX,45585,250,0,1560,1211.666,0.200390778,200903
06051GDX,45585,0,-1000,1560,1211.666,0.200390778,200903
111021AD,45585,400,0,1560,1211.666,0.200390778,200903
111021AE,45585,325,0,1560,1211.666,0.200390778,200903
172967CQ,45585,400,0,1560,1211.666,0.200390778,200903
208251AE,45585,200,0,1560,1211.666,0.200390778,200903
25156PAB,45585,300,0,1560,1211.666,0.200390778,200903
25156PAC,45585,325,0,1560,1211.666,0.200390778,200903
337932AB,45585,200,0,1560,1211.666,0.200390778,200903
337932AC,45585,200,-300,1560,1211.666,0.200390778,200903
35177PAK,45585,300,0,1560,1211.666,0.200390778,200903
35671DAS,45585,250,-750,1560,1211.666,0.200390778,200903
369604AY,45585,225,-1000,1560,1211.666,0.200390778,200903
36962GXZ,45585,650,0,1560,1211.666,0.200390778,200903
36962GYY,45585,1200,0,1560,1211.666,0.200390778,200903
38141GAZ,45585,500,0,1560,1211.666,0.200390778,200903
38141GFD,45585,625,-500,1560,1211.666,0.200390778,200903
38141GFM,45585,250,0,1560,1211.666,0.200390778,200903
437076AP,45585,300,0,1560,1211.666,0.200390778,200903
59018YN6,45585,385,0,1560,1211.666,0.200390778,200903
6174466Q,45585,1000,-500,1560,1211.666,0.200390778,200903
617446GM,45585,500,0,1560,1211.666,0.200390778,200903
617446HR,45585,500,0,1560,1211.666,0.200390778,200903
61748AAE,45585,0,-1000,1560,1211.666,0.200390778,200903
00184AAC,46057,610,0,2135,1888.168,0.200390778,200903
00184AAF,46057,225,0,2135,1888.168,0.200390778,200903
00209AAE,46057,615,0,2135,1888.168,0.200390778,200903
00209AAG,46057,325,0,2135,1888.168,0.200390778,200903
00209TAA,46057,15,-25,2135,1888.168,0.200390778,200903
06051GDX,46057,1275,0,2135,1888.168,0.200390778,200903
111021AD,46057,640,0,2135,1888.168,0.200390778,200903
111021AE,46057,875,0,2135,1888.168,0.200390778,200903
172967CQ,46057,3259,0,2135,1888.168,0.200390778,200903
208251AE,46057,225,200,2135,1888.168,0.200390778,200903
25156PAC,46057,950,0,2135,1888.168,0.200390778,200903
25179SAC,46057,600,0,2135,1888.168,0.200390778,200903
260543BX,46057,700,0,2135,1888.168,0.200390778,200903
337932AB,46057,53,-1137,2135,1888.168,0.200390778,200903
337932AC,46057,30,0,2135,1888.168,0.200390778,200903
35177PAK,46057,1075,0,2135,1888.168,0.200390778,200903
35671DAS,46057,825,0,2135,1888.168,0.200390778,200903
369604AY,46057,1325,0,2135,1888.168,0.200390778,200903
36962G3U,46057,325,0,2135,1888.168,0.200390778,200903
36962GXZ,46057,1350,0,2135,1888.168,0.200390778,200903
36962GYY,46057,2375,0,2135,1888.168,0.200390778,200903
38141EA2,46057,125,0,2135,1888.168,0.200390778,200903
38141GAZ,46057,260,0,2135,1888.168,0.200390778,200903
38141GFD,46057,1755,0,2135,1888.168,0.200390778,200903
38141GFM,46057,660,0,2135,1888.168,0.200390778,200903
437076AP,46057,1375,0,2135,1888.168,0.200390778,200903
59018YN6,46057,405,0,2135,1888.168,0.200390778,200903
6174466Q,46057,1880,0,2135,1888.168,0.200390778,200903
61748AAE,46057,2690,0,2135,1888.168,0.200390778,200903
00184AAF,48313,1088,0,530,1102.888,0.200390778,200903
00209AAE,48313,1330,0,530,1102.888,0.200390778,200903
00209TAA,48313,64,0,530,1102.888,0.200390778,200903
060505AG,48313,178,0,530,1102.888,0.200390778,200903
111021AD,48313,178,0,530,1102.888,0.200390778,200903
25156PAC,48313,950,0,530,1102.888,0.200390778,200903
25179SAC,48313,178,0,530,1102.888,0.200390778,200903
35177PAK,48313,833,0,530,1102.888,0.200390778,200903
35671DAS,48313,350,0,530,1102.888,0.200390778,200903
36962GYY,48313,178,0,530,1102.888,0.200390778,200903
38141EA2,48313,5750,0,530,1102.888,0.200390778,200903
38141GFD,48313,500,0,530,1102.888,0.200390778,200903
46625HGY,48313,2980,2530,530,1102.888,0.200390778,200903
59018YN6,48313,3075,0,530,1102.888,0.200390778,200903
6174466Q,48313,835,0,530,1102.888,0.200390778,200903
852060AS,48313,90,0,530,1102.888,0.200390778,200903
852060AT,48313,1000,0,530,1102.888,0.200390778,200903
852061AD,48313,365,0,530,1102.888,0.200390778,200903
00184AAF,26690,418,0,692,1566.232,0.200390778,200903
00209AAG,26690,938,0,692,1566.232,0.200390778,200903
00209TAA,26690,1013,-375,692,1566.232,0.200390778,200903
032511AX,26690,700,0,692,1566.232,0.200390778,200903
06051GDX,26690,239,0,692,1566.232,0.200390778,200903
172967CQ,26690,1726,0,692,1566.232,0.200390778,200903
25179SAC,26690,25,0,692,1566.232,0.200390778,200903
337932AB,26690,18,-382,692,1566.232,0.200390778,200903
345397TY,26690,468,0,692,1566.232,0.200390778,200903
345397TZ,26690,60,0,692,1566.232,0.200390778,200903
35177PAK,26690,438,0,692,1566.232,0.200390778,200903
35671DAS,26690,218,0,692,1566.232,0.200390778,200903
369604AY,26690,688,0,692,1566.232,0.200390778,200903
36962G3U,26690,1745,0,692,1566.232,0.200390778,200903
38141EA2,26690,894,144,692,1566.232,0.200390778,200903
38141GFD,26690,431,0,692,1566.232,0.200390778,200903
38141GFM,26690,85,85,692,1566.232,0.200390778,200903
59018YN6,26690,1540,0,692,1566.232,0.200390778,200903
6174466Q,26690,1700,725,692,1566.232,0.200390778,200903
61748AAE,26690,1690,0,692,1566.232,0.200390778,200903
629377AU,26690,194,0,692,1566.232,0.200390778,200903
852060AJ,26690,813,0,692,1566.232,0.200390778,200903
852060AS,26690,450,0,692,1566.232,0.200390778,200903
852060AT,26690,250,0,692,1566.232,0.200390778,200903
00184AAF,29664,410,0,653,1121.282,0.200390778,200903
00209AAG,29664,135,0,653,1121.282,0.200390778,200903
111021AE,29664,550,0,653,1121.282,0.200390778,200903
172967CQ,29664,838,0,653,1121.282,0.200390778,200903
208251AE,29664,535,0,653,1121.282,0.200390778,200903
25156PAC,29664,450,0,653,1121.282,0.200390778,200903
337932AB,29664,5,-346,653,1121.282,0.200390778,200903
337932AC,29664,820,0,653,1121.282,0.200390778,200903
345397TS,29664,580,0,653,1121.282,0.200390778,200903
345397TY,29664,3100,0,653,1121.282,0.200390778,200903
35177PAK,29664,525,0,653,1121.282,0.200390778,200903
36962GXZ,29664,910,0,653,1121.282,0.200390778,200903
370442BT,29664,573,0,653,1121.282,0.200390778,200903
38141GAZ,29664,2500,0,653,1121.282,0.200390778,200903
38141GFM,29664,500,0,653,1121.282,0.200390778,200903
59018YN6,29664,250,0,653,1121.282,0.200390778,200903
6174466Q,29664,400,0,653,1121.282,0.200390778,200903
61748AAE,29664,2500,0,653,1121.282,0.200390778,200903
629377AU,29664,63,0,653,1121.282,0.200390778,200903
852060AD,29664,250,0,653,1121.282,0.200390778,200903
852060AG,29664,1555,0,653,1121.282,0.200390778,200903
852060AJ,29664,375,0,653,1121.282,0.200390778,200903
852060AS,29664,0,-188,653,1121.282,0.200390778,200903
852060AT,29664,900,0,653,1121.282,0.200390778,200903
852061AD,29664,290,0,653,1121.282,0.200390778,200903
00184AAC,33109,180,0,691,224.934,0.200390778,200903
00209AAE,33109,93,0,691,224.934,0.200390778,200903
00209TAA,33109,213,0,691,224.934,0.200390778,200903
06051GDX,33109,167,0,691,224.934,0.200390778,200903
111021AD,33109,73,40,691,224.934,0.200390778,200903
172967CQ,33109,192,0,691,224.934,0.200390778,200903
208251AE,33109,31,0,691,224.934,0.200390778,200903
25156PAC,33109,140,0,691,224.934,0.200390778,200903
25179SAC,33109,22,0,691,224.934,0.200390778,200903
260543BX,33109,34,0,691,224.934,0.200390778,200903
337932AC,33109,39,0,691,224.934,0.200390778,200903
345397TS,33109,33,0,691,224.934,0.200390778,200903
35671DAS,33109,28,28,691,224.934,0.200390778,200903
36962G3U,33109,342,0,691,224.934,0.200390778,200903
36962GYY,33109,123,0,691,224.934,0.200390778,200903
38141EA2,33109,123,0,691,224.934,0.200390778,200903
38141GFD,33109,127,0,691,224.934,0.200390778,200903
46625HGY,33109,50,0,691,224.934,0.200390778,200903
6174466Q,33109,67,0,691,224.934,0.200390778,200903
61748AAE,33109,123,0,691,224.934,0.200390778,200903
629377AU,33109,37,0,691,224.934,0.200390778,200903
852060AD,33109,50,50,691,224.934,0.200390778,200903
852060AT,33109,0,-42,691,224.934,0.200390778,200903
00184AAF,34689,556,0,572,1066.296,0.200390778,200903
00209AAG,34689,399,0,572,1066.296,0.200390778,200903
00209TAA,34689,295,-580,572,1066.296,0.200390778,200903
060505AG,34689,331,0,572,1066.296,0.200390778,200903
06051GDX,34689,0,-343,572,1066.296,0.200390778,200903
111021AD,34689,313,0,572,1066.296,0.200390778,200903
111021AE,34689,202,-57,572,1066.296,0.200390778,200903
172967CQ,34689,811,-665,572,1066.296,0.200390778,200903
208251AE,34689,365,0,572,1066.296,0.200390778,200903
260543BX,34689,428,34,572,1066.296,0.200390778,200903
337932AB,34689,6,-122,572,1066.296,0.200390778,200903
337932AC,34689,749,-713,572,1066.296,0.200390778,200903
35177PAK,34689,159,-19,572,1066.296,0.200390778,200903
35671DAS,34689,1198,0,572,1066.296,0.200390778,200903
369604AY,34689,285,0,572,1066.296,0.200390778,200903
36962G3U,34689,1809,0,572,1066.296,0.200390778,200903
36962GXZ,34689,0,-416,572,1066.296,0.200390778,200903
38141EA2,34689,999,104,572,1066.296,0.200390778,200903
38141GFD,34689,370,-224,572,1066.296,0.200390778,200903
38141GFM,34689,945,0,572,1066.296,0.200390778,200903
46625HGY,34689,56,0,572,1066.296,0.200390778,200903
59018YN6,34689,63,0,572,1066.296,0.200390778,200903
6174466Q,34689,893,-424,572,1066.296,0.200390778,200903
617446GM,34689,8,0,572,1066.296,0.200390778,200903
617446HR,34689,0,-124,572,1066.296,0.200390778,200903
61748AAE,34689,0,-155,572,1066.296,0.200390778,200903
852060AG,34689,25,0,572,1066.296,0.200390778,200903
852060AS,34689,608,-250,572,1066.296,0.200390778,200903
852060AT,34689,165,0,572,1066.296,0.200390778,200903
00184AAC,35168,175,0,994,974.954,0.200390778,200903
00184AAF,35168,250,0,994,974.954,0.200390778,200903
00209AAE,35168,100,0,994,974.954,0.200390778,200903
00209AAG,35168,100,0,994,974.954,0.200390778,200903
00209TAA,35168,92,0,994,974.954,0.200390778,200903
032511AX,35168,200,0,994,974.954,0.200390778,200903
06051GDX,35168,375,0,994,974.954,0.200390778,200903
111021AE,35168,150,0,994,974.954,0.200390778,200903
172967CQ,35168,100,0,994,974.954,0.200390778,200903
25156PAB,35168,1350,0,994,974.954,0.200390778,200903
25156PAC,35168,250,0,994,974.954,0.200390778,200903
260543BX,35168,78,0,994,974.954,0.200390778,200903
337932AB,35168,5,0,994,974.954,0.200390778,200903
337932AC,35168,100,0,994,974.954,0.200390778,200903
35177PAK,35168,350,0,994,974.954,0.200390778,200903
35671DAS,35168,150,0,994,974.954,0.200390778,200903
369604AY,35168,100,0,994,974.954,0.200390778,200903
36962G3U,35168,950,0,994,974.954,0.200390778,200903
36962GXZ,35168,50,0,994,974.954,0.200390778,200903
38141EA2,35168,250,0,994,974.954,0.200390778,200903
38141GFD,35168,375,0,994,974.954,0.200390778,200903
437076AP,35168,100,0,994,974.954,0.200390778,200903
46625HGY,35168,300,0,994,974.954,0.200390778,200903
59018YN6,35168,475,0,994,974.954,0.200390778,200903
6174466Q,35168,300,0,994,974.954,0.200390778,200903
617446GM,35168,200,0,994,974.954,0.200390778,200903
617446HR,35168,200,0,994,974.954,0.200390778,200903
61748AAE,35168,200,0,994,974.954,0.200390778,200903
00184AAF,35450,59,0,435,331.472,0.200390778,200903
00209AAG,35450,14,0,435,331.472,0.200390778,200903
00209TAA,35450,8,0,435,331.472,0.200390778,200903
06051GDX,35450,900,0,435,331.472,0.200390778,200903
111021AD,35450,59,0,435,331.472,0.200390778,200903
208251AE,35450,69,0,435,331.472,0.200390778,200903
25179SAC,35450,190,0,435,331.472,0.200390778,200903
337932AC,35450,135,0,435,331.472,0.200390778,200903
345397TS,35450,25,0,435,331.472,0.200390778,200903
345397TY,35450,21,0,435,331.472,0.200390778,200903
345397TZ,35450,350,0,435,331.472,0.200390778,200903
35671DAS,35450,48,0,435,331.472,0.200390778,200903
36962G3U,35450,173,0,435,331.472,0.200390778,200903
370425RZ,35450,25,0,435,331.472,0.200390778,200903
370442BT,35450,5,0,435,331.472,0.200390778,200903
38141EA2,35450,409,0,435,331.472,0.200390778,200903
38141GFM,35450,150,0,435,331.472,0.200390778,200903
59018YN6,35450,650,0,435,331.472,0.200390778,200903
617446GM,35450,0,-91,435,331.472,0.200390778,200903
629377AU,35450,10,0,435,331.472,0.200390778,200903
00209AAE,35952,100,0,1002,2187.507,0.200390778,200903
00209AAG,35952,449,0,1002,2187.507,0.200390778,200903
00209TAA,35952,163,0,1002,2187.507,0.200390778,200903
032511AX,35952,213,0,1002,2187.507,0.200390778,200903
111021AD,35952,449,0,1002,2187.507,0.200390778,200903
111021AE,35952,231,0,1002,2187.507,0.200390778,200903
172967CQ,35952,250,0,1002,2187.507,0.200390778,200903
25156PAB,35952,800,0,1002,2187.507,0.200390778,200903
25156PAC,35952,223,0,1002,2187.507,0.200390778,200903
25179SAC,35952,454,0,1002,2187.507,0.200390778,200903
260543BX,35952,103,0,1002,2187.507,0.200390778,200903
337932AB,35952,10,0,1002,2187.507,0.200390778,200903
337932AC,35952,174,0,1002,2187.507,0.200390778,200903
35177PAK,35952,383,0,1002,2187.507,0.200390778,200903
35671DAS,35952,333,0,1002,2187.507,0.200390778,200903
369604AY,35952,694,0,1002,2187.507,0.200390778,200903
36962GXZ,35952,532,0,1002,2187.507,0.200390778,200903
38141GFD,35952,233,0,1002,2187.507,0.200390778,200903
38141GFM,35952,533,0,1002,2187.507,0.200390778,200903
437076AP,35952,444,0,1002,2187.507,0.200390778,200903
46625HGY,35952,225,0,1002,2187.507,0.200390778,200903
617446GM,35952,80,0,1002,2187.507,0.200390778,200903
617446HR,35952,848,0,1002,2187.507,0.200390778,200903
06051GDX,36954,15,15,358,142.808,0.200390778,200903
111021AD,36954,191,23,358,142.808,0.200390778,200903
337932AB,36954,1,-19,358,142.808,0.200390778,200903
337932AC,36954,15,0,358,142.808,0.200390778,200903
369604AY,36954,450,-8,358,142.808,0.200390778,200903
36962G3U,36954,60,0,358,142.808,0.200390778,200903
38141GFM,36954,15,15,358,142.808,0.200390778,200903
46625HGY,36954,8,8,358,142.808,0.200390778,200903
617446HR,36954,50,50,358,142.808,0.200390778,200903
00184AAF,41739,0,-470,265,531.018,0.200390778,200903
00209AAG,41739,0,-230,265,531.018,0.200390778,200903
00209TAA,41739,0,-95,265,531.018,0.200390778,200903
