cusip,fundid,paramt,net_change,holdingbond,totalpar,matchp,yq
345397SG,29844,15000,15000,631,5826.18,0.110642739572042,199804
852060AD,29844,22050,0,631,5826.18,0.110642739572042,199804
852060AD,41739,5000,5000,98,513.595,0.110642739572042,199804
852060AD,20877,30000,30000,839,11464.104,0.110642739572042,199804
852060AD,21799,35000,35000,566,5549.955,0.110642739572042,199804
852060AD,26661,4813,4813,1811,10598.396,0.110642739572042,199804
852060AD,22065,100000,100000,3313,64759.233,0.110642739572042,199804
852060AD,26567,9000,9000,943,6077.631,0.110642739572042,199804
852060AD,20259,60000,60000,1413,28406.761,0.110642739572042,199804
852060AD,20703,50000,50000,3559,71219.793,0.110642739572042,199804
852060AD,26666,130,130,1416,19384.401,0.110642739572042,199804
345397SG,29844,15000,15000,620,5764.817,0.114015696931595,199901
852060AD,29844,22050,0,620,5764.817,0.114015696931595,199901
852060AD,41739,5000,0,99,513.197,0.114015696931595,199901
345397SG,20877,25000,25000,833,11267.291,0.114015696931595,199901
852060AD,20877,30000,0,833,11267.291,0.114015696931595,199901
852060AD,21799,0,-35000,575,6041.23,0.114015696931595,199901
852060AD,26661,9625,0,1803,17625.302,0.114015696931595,199901
345397SG,22065,11000,11000,3346,67686.009,0.114015696931595,199901
852060AD,22065,100000,0,3346,67686.009,0.114015696931595,199901
852060AD,26567,34000,25000,943,6266.044,0.114015696931595,199901
345397SG,20259,23500,23500,1422,29259.802,0.114015696931595,199901
852060AD,20259,80000,20000,1422,29259.802,0.114015696931595,199901
852060AD,20703,50000,0,3575,71682.426,0.114015696931595,199901
852060AD,26666,130,130,1411,27697.238,0.114015696931595,199901
345397SG,36954,20,20,103,40.173,0.114015696931595,199901
208251AE,29844,5500,5500,617,6200.554,0.119890952739406,199902
345397SG,29844,15000,0,617,6200.554,0.119890952739406,199902
852060AD,29844,22050,0,617,6200.554,0.119890952739406,199902
208251AE,41739,2000,2000,114,507.001,0.119890952739406,199902
852060AD,41739,0,-5000,114,507.001,0.119890952739406,199902
852060AG,41739,7800,7800,114,507.001,0.119890952739406,199902
208251AE,20877,25000,25000,830,10898.419,0.119890952739406,199902
345397SG,20877,25000,0,830,10898.419,0.119890952739406,199902
852060AD,20877,5000,-25000,830,10898.419,0.119890952739406,199902
852060AG,20877,15000,15000,830,10898.419,0.119890952739406,199902
852060AG,26326,13500,13500,602,2455.149,0.119890952739406,199902
208251AE,21799,3000,3000,591,6346.403,0.119890952739406,199902
852060AD,26661,9625,0,1799,16649.778,0.119890952739406,199902
345397SG,22065,11000,0,3351,65992.358,0.119890952739406,199902
852060AD,22065,123000,23000,3351,65992.358,0.119890952739406,199902
852060AG,22065,60000,60000,3351,65992.358,0.119890952739406,199902
852060AD,26567,34000,0,929,6443.926,0.119890952739406,199902
852060AG,26567,5000,5000,929,6443.926,0.119890952739406,199902
208251AE,20259,60000,60000,1447,30431.419,0.119890952739406,199902
345397SG,20259,23500,0,1447,30431.419,0.119890952739406,199902
852060AD,20259,70000,-10000,1447,30431.419,0.119890952739406,199902
852060AG,21374,5000,5000,541,7154.1,0.119890952739406,199902
208251AE,20703,12625,12625,3599,70938.803,0.119890952739406,199902
852060AD,20703,12425,-37575,3599,70938.803,0.119890952739406,199902
852060AG,20703,73400,73400,3599,70938.803,0.119890952739406,199902
208251AE,24228,15000,15000,2003,36679.425,0.119890952739406,199902
852060AG,24228,35000,35000,2003,36679.425,0.119890952739406,199902
852060AG,22038,1000,1000,1694,9258.643,0.119890952739406,199902
852060AD,26666,130,130,1401,19481.386,0.119890952739406,199902
345397SG,36954,53,33,119,50.811,0.119890952739406,199902
345397SG,46879,300,300,90,189.474,0.119890952739406,199902
852060AG,46879,1950,1950,90,189.474,0.119890952739406,199902
345397SG,23175,44000,0,485,5964.629,0.125703256539772,199903
852060AD,23175,0,-10000,485,5964.629,0.125703256539772,199903
208251AE,23402,3790,3790,148,1148.185,0.125703256539772,199903
345370CA,23402,4000,4000,148,1148.185,0.125703256539772,199903
852060AD,23402,7790,7790,148,1148.185,0.125703256539772,199903
208251AE,23389,12215,12215,382,5228.41,0.125703256539772,199903
345370CA,23389,10250,10250,382,5228.41,0.125703256539772,199903
852060AD,23389,17180,17180,382,5228.41,0.125703256539772,199903
208251AE,29844,5500,5500,616,6198.289,0.125703256539772,199903
345397SG,29844,15000,0,616,6198.289,0.125703256539772,199903
852060AD,29844,22050,0,616,6198.289,0.125703256539772,199903
852060AD,29969,1700,0,351,577.96,0.125703256539772,199903
208251AE,41739,2000,0,124,509.294,0.125703256539772,199903
345370CA,41739,1500,1500,124,509.294,0.125703256539772,199903
345397SG,41739,10060,10060,124,509.294,0.125703256539772,199903
852060AG,41739,7570,-230,124,509.294,0.125703256539772,199903
931142BE,41739,1020,1020,124,509.294,0.125703256539772,199903
208251AE,20877,25000,0,791,10588.866,0.125703256539772,199903
345370CA,20877,34000,34000,791,10588.866,0.125703256539772,199903
345397SG,20877,5000,-20000,791,10588.866,0.125703256539772,199903
852060AD,20877,25000,20000,791,10588.866,0.125703256539772,199903
852060AG,20877,15000,0,791,10588.866,0.125703256539772,199903
345370CA,26326,4500,4500,615,2471.412,0.125703256539772,199903
852060AG,26326,13500,0,615,2471.412,0.125703256539772,199903
931142BE,45371,10000,10000,441,1953.453,0.125703256539772,199903
208251AE,21799,4500,1500,587,6242.668,0.125703256539772,199903
345397SG,21799,31000,31000,587,6242.668,0.125703256539772,199903
852060AD,26661,3625,-6000,1786,16449.859,0.125703256539772,199903
852060AG,26661,6000,6000,1786,16449.859,0.125703256539772,199903
345397SG,22065,11000,0,3192,61879.023,0.125703256539772,199903
852060AD,22065,132000,9000,3192,61879.023,0.125703256539772,199903
852060AG,22065,60000,0,3192,61879.023,0.125703256539772,199903
931142BE,22065,20000,20000,3192,61879.023,0.125703256539772,199903
345370CA,26567,39500,39500,917,6155.087,0.125703256539772,199903
852060AD,26567,34000,0,917,6155.087,0.125703256539772,199903
852060AG,26567,5000,0,917,6155.087,0.125703256539772,199903
208251AE,20259,45000,-15000,1483,30504.872,0.125703256539772,199903
345397SG,20259,30500,7000,1483,30504.872,0.125703256539772,199903
852060AD,20259,57000,-13000,1483,30504.872,0.125703256539772,199903
852060AG,20259,38200,38200,1483,30504.872,0.125703256539772,199903
852060AG,21374,5000,0,570,7466.764,0.125703256539772,199903
931142BE,21374,19000,19000,570,7466.764,0.125703256539772,199903
208251AE,20703,0,-12625,3510,69201.356,0.125703256539772,199903
345370CA,20703,75900,75900,3510,69201.356,0.125703256539772,199903
852060AD,20703,0,-12425,3510,69201.356,0.125703256539772,199903
852060AG,20703,87400,14000,3510,69201.356,0.125703256539772,199903
208251AE,24228,15000,0,2070,37086.676,0.125703256539772,199903
345370CA,24228,5000,5000,2070,37086.676,0.125703256539772,199903
852060AG,24228,35000,0,2070,37086.676,0.125703256539772,199903
931142BE,24228,5000,5000,2070,37086.676,0.125703256539772,199903
345370CA,22038,2000,2000,1815,9822.137,0.125703256539772,199903
852060AG,22038,7500,6500,1815,9822.137,0.125703256539772,199903
931142BE,22038,8000,8000,1815,9822.137,0.125703256539772,199903
852060AD,26666,130,130,1390,19404.735,0.125703256539772,199903
345397SG,35450,2000,0,93,515.717,0.125703256539772,199903
208251AE,36954,145,145,126,54.866,0.125703256539772,199903
345370CA,36954,38,38,126,54.866,0.125703256539772,199903
345397SG,36954,45,-8,126,54.866,0.125703256539772,199903
931142BE,36954,48,48,126,54.866,0.125703256539772,199903
345370CA,46879,2500,2500,89,191.728,0.125703256539772,199903
345397SG,46879,300,0,89,191.728,0.125703256539772,199903
852060AG,46879,1165,-785,89,191.728,0.125703256539772,199903
345397SG,23175,104250,60250,264,4073.382,0.13348459065986,199904
208251AE,23402,3790,3790,145,1118.853,0.13348459065986,199904
345370CA,23402,4000,4000,145,1118.853,0.13348459065986,199904
852060AD,23402,7790,7790,145,1118.853,0.13348459065986,199904
208251AE,23389,0,-12215,332,5231.656,0.13348459065986,199904
345370CA,23389,0,-10250,332,5231.656,0.13348459065986,199904
852060AD,23389,13300,-3880,332,5231.656,0.13348459065986,199904
345370CA,25208,10000,10000,891,15368.869,0.13348459065986,199904
345397SG,25208,155,155,891,15368.869,0.13348459065986,199904
931142BE,25208,900,900,891,15368.869,0.13348459065986,199904
208251AE,29844,5500,0,607,6931.798,0.13348459065986,199904
345397SG,29844,15000,0,607,6931.798,0.13348459065986,199904
345397SM,29844,12700,12700,607,6931.798,0.13348459065986,199904
852060AD,29844,22050,0,607,6931.798,0.13348459065986,199904
345397SM,29969,1000,1000,365,707.68,0.13348459065986,199904
852060AD,29969,1700,0,365,707.68,0.13348459065986,199904
208251AE,41739,0,-2000,111,431.483,0.13348459065986,199904
345370CA,41739,1500,0,111,431.483,0.13348459065986,199904
345397SG,41739,11080,1020,111,431.483,0.13348459065986,199904
852060AG,41739,7220,-350,111,431.483,0.13348459065986,199904
931142BE,41739,0,-1020,111,431.483,0.13348459065986,199904
208251AE,20877,25000,0,762,9999.802,0.13348459065986,199904
345370CA,20877,34000,0,762,9999.802,0.13348459065986,199904
345397SG,20877,5000,0,762,9999.802,0.13348459065986,199904
345397SM,20877,26000,26000,762,9999.802,0.13348459065986,199904
852060AD,20877,40000,15000,762,9999.802,0.13348459065986,199904
852060AG,20877,15000,0,762,9999.802,0.13348459065986,199904
931142BE,20877,5000,5000,762,9999.802,0.13348459065986,199904
345397SM,29628,24800,24800,966,8744.282,0.13348459065986,199904
345370CA,26326,4500,0,605,2395.031,0.13348459065986,199904
852060AG,26326,3500,-10000,605,2395.031,0.13348459065986,199904
931142BE,45371,10000,0,452,1944.158,0.13348459065986,199904
208251AE,21799,4500,0,598,5465.255,0.13348459065986,199904
345397SG,21799,21000,-10000,598,5465.255,0.13348459065986,199904
345397SM,21799,10000,10000,598,5465.255,0.13348459065986,199904
345397SM,26661,8080,8080,1895,17300.062,0.13348459065986,199904
852060AD,26661,3625,0,1895,17300.062,0.13348459065986,199904
852060AG,26661,6000,0,1895,17300.062,0.13348459065986,199904
208251AE,22065,10000,10000,3280,60651.562,0.13348459065986,199904
345370CA,22065,13000,13000,3280,60651.562,0.13348459065986,199904
345397SG,22065,5000,-6000,3280,60651.562,0.13348459065986,199904
345397SM,22065,9000,9000,3280,60651.562,0.13348459065986,199904
852060AD,22065,112000,-20000,3280,60651.562,0.13348459065986,199904
852060AG,22065,60000,0,3280,60651.562,0.13348459065986,199904
931142BE,22065,15000,-5000,3280,60651.562,0.13348459065986,199904
345370CA,26567,31000,-8500,883,6106.162,0.13348459065986,199904
852060AD,26567,34000,0,883,6106.162,0.13348459065986,199904
852060AG,26567,5000,0,883,6106.162,0.13348459065986,199904
345397SM,38844,100,100,254,276.256,0.13348459065986,199904
208251AE,20259,35000,-10000,1424,28256.09,0.13348459065986,199904
345397SG,20259,65500,35000,1424,28256.09,0.13348459065986,199904
852060AD,20259,37000,-20000,1424,28256.09,0.13348459065986,199904
852060AG,20259,48200,10000,1424,28256.09,0.13348459065986,199904
931142BE,20259,15000,15000,1424,28256.09,0.13348459065986,199904
852060AG,21374,5000,0,558,6756.71,0.13348459065986,199904
931142BE,21374,0,-19000,558,6756.71,0.13348459065986,199904
345370CA,20703,75900,0,3467,61555.724,0.13348459065986,199904
345397SM,20703,66400,66400,3467,61555.724,0.13348459065986,199904
852060AG,20703,87400,0,3467,61555.724,0.13348459065986,199904
208251AE,24228,15000,0,2052,37317.065,0.13348459065986,199904
345370CA,24228,5000,0,2052,37317.065,0.13348459065986,199904
345397SM,24228,5000,5000,2052,37317.065,0.13348459065986,199904
852060AG,24228,35000,0,2052,37317.065,0.13348459065986,199904
931142BE,24228,5000,0,2052,37317.065,0.13348459065986,199904
345370CA,22038,2000,0,1775,10068.822,0.13348459065986,199904
345397SM,22038,1000,1000,1775,10068.822,0.13348459065986,199904
852060AG,22038,7500,0,1775,10068.822,0.13348459065986,199904
931142BE,22038,9500,1500,1775,10068.822,0.13348459065986,199904
208251AE,26374,2000,2000,235,1680.484,0.13348459065986,199904
345397SM,26374,3315,3315,235,1680.484,0.13348459065986,199904
345397SM,28964,170,170,599,2463.429,0.13348459065986,199904
852060AG,28964,25000,25000,599,2463.429,0.13348459065986,199904
208251AE,29783,10500,10500,1520,5944.665,0.13348459065986,199904
345370CA,29783,1000,1000,1520,5944.665,0.13348459065986,199904
345397SG,29783,490,490,1520,5944.665,0.13348459065986,199904
345397SM,29783,37310,37310,1520,5944.665,0.13348459065986,199904
852060AG,29783,1130,1130,1520,5944.665,0.13348459065986,199904
931142BE,29783,32930,32930,1520,5944.665,0.13348459065986,199904
208251AE,26649,5935,5935,1456,8451.774,0.13348459065986,199904
345370CA,26649,975,975,1456,8451.774,0.13348459065986,199904
345397SG,26649,2970,2970,1456,8451.774,0.13348459065986,199904
345397SM,26649,5305,5305,1456,8451.774,0.13348459065986,199904
931142BE,26649,6505,6505,1456,8451.774,0.13348459065986,199904
208251AE,26666,120,120,1542,18120.035,0.13348459065986,199904
345370CA,26666,4450,4450,1542,18120.035,0.13348459065986,199904
345397SG,26666,1715,1715,1542,18120.035,0.13348459065986,199904
345397SM,26666,161355,161355,1542,18120.035,0.13348459065986,199904
852060AD,26666,0,-130,1542,18120.035,0.13348459065986,199904
852060AG,26666,6000,6000,1542,18120.035,0.13348459065986,199904
931142BE,26666,67015,67015,1542,18120.035,0.13348459065986,199904
208251AE,26472,9390,9390,1473,20412.588,0.13348459065986,199904
345370CA,26472,66980,66980,1473,20412.588,0.13348459065986,199904
345397SM,26472,28600,28600,1473,20412.588,0.13348459065986,199904
852060AD,26472,16600,16600,1473,20412.588,0.13348459065986,199904
852060AG,26472,28950,28950,1473,20412.588,0.13348459065986,199904
345397SM,28976,5000,5000,340,1954.238,0.13348459065986,199904
208251AE,25043,712,712,760,4035.621,0.13348459065986,199904
345370CA,25043,1486,1486,760,4035.621,0.13348459065986,199904
345397SG,25043,3380,3380,760,4035.621,0.13348459065986,199904
345397SM,25043,1477,1477,760,4035.621,0.13348459065986,199904
852060AD,25043,137,137,760,4035.621,0.13348459065986,199904
931142BE,25043,1143,1143,760,4035.621,0.13348459065986,199904
208251AE,34689,1333,1333,194,1380.732,0.13348459065986,199904
345397SG,34689,2417,2167,194,1380.732,0.13348459065986,199904
931142BE,34689,2333,2333,194,1380.732,0.13348459065986,199904
345397SG,35450,2000,0,101,526.607,0.13348459065986,199904
208251AE,36954,33,-112,139,53.592,0.13348459065986,199904
345370CA,36954,88,50,139,53.592,0.13348459065986,199904
345397SG,36954,0,-45,139,53.592,0.13348459065986,199904
345397SM,36954,508,508,139,53.592,0.13348459065986,199904
931142BE,36954,33,-15,139,53.592,0.13348459065986,199904
345370CA,46879,2500,0,93,201.048,0.13348459065986,199904
345397SG,46879,0,-300,93,201.048,0.13348459065986,199904
852060AG,46879,853,-313,93,201.048,0.13348459065986,199904
345370CA,23175,6500,6500,458,5688.212,0.13927034449947,200001
345397SG,23175,35000,-69250,458,5688.212,0.13927034449947,200001
345397SM,23175,42250,42250,458,5688.212,0.13927034449947,200001
208251AE,23402,3790,3790,140,1093.227,0.13927034449947,200001
345370CA,23402,4000,4000,140,1093.227,0.13927034449947,200001
852060AD,23402,7790,7790,140,1093.227,0.13927034449947,200001
208251AE,23389,0,-12215,332,5230.659,0.13927034449947,200001
345370CA,23389,0,-10250,332,5230.659,0.13927034449947,200001
852060AD,23389,13300,-3880,332,5230.659,0.13927034449947,200001
345370CA,25208,10000,10000,890,15350.103,0.13927034449947,200001
345397SG,25208,155,155,890,15350.103,0.13927034449947,200001
931142BE,25208,900,900,890,15350.103,0.13927034449947,200001
208251AE,29844,5500,0,607,6931.798,0.13927034449947,200001
345397SG,29844,15000,0,607,6931.798,0.13927034449947,200001
345397SM,29844,12700,12700,607,6931.798,0.13927034449947,200001
852060AD,29844,22050,0,607,6931.798,0.13927034449947,200001
345397SM,29969,1000,1000,365,707.68,0.13927034449947,200001
852060AD,29969,1700,0,365,707.68,0.13927034449947,200001
345370CA,41739,1500,0,113,429.868,0.13927034449947,200001
345397SG,41739,10090,-990,113,429.868,0.13927034449947,200001
852060AG,41739,7220,0,113,429.868,0.13927034449947,200001
208251AE,20877,35000,10000,773,9836.026,0.13927034449947,200001
345370CA,20877,33000,-1000,773,9836.026,0.13927034449947,200001
345397SG,20877,5000,0,773,9836.026,0.13927034449947,200001
345397SM,20877,20000,-6000,773,9836.026,0.13927034449947,200001
852060AD,20877,2500,-37500,773,9836.026,0.13927034449947,200001
852060AG,20877,15000,0,773,9836.026,0.13927034449947,200001
931142BE,20877,0,-5000,773,9836.026,0.13927034449947,200001
345397SM,29628,24800,24800,947,8650.601,0.13927034449947,200001
345370CA,26326,4500,0,605,2479.472,0.13927034449947,200001
852060AG,26326,3500,0,605,2479.472,0.13927034449947,200001
345397SM,45371,13500,13500,442,2306.35,0.13927034449947,200001
931142BE,45371,10000,0,442,2306.35,0.13927034449947,200001
208251AE,21799,4500,0,653,5873.149,0.13927034449947,200001
345397SG,21799,21000,0,653,5873.149,0.13927034449947,200001
345397SM,21799,10000,0,653,5873.149,0.13927034449947,200001
345397SM,26661,8080,0,1929,16275.637,0.13927034449947,200001
852060AD,26661,3625,0,1929,16275.637,0.13927034449947,200001
852060AG,26661,6000,0,1929,16275.637,0.13927034449947,200001
208251AE,22065,0,-10000,3220,60511.077,0.13927034449947,200001
345370CA,22065,28000,15000,3220,60511.077,0.13927034449947,200001
345397SG,22065,0,-5000,3220,60511.077,0.13927034449947,200001
345397SM,22065,0,-9000,3220,60511.077,0.13927034449947,200001
852060AD,22065,112000,0,3220,60511.077,0.13927034449947,200001
852060AG,22065,55000,-5000,3220,60511.077,0.13927034449947,200001
931142BE,22065,5000,-10000,3220,60511.077,0.13927034449947,200001
345370CA,26567,31000,0,890,6466.12,0.13927034449947,200001
852060AD,26567,34000,0,890,6466.12,0.13927034449947,200001
852060AG,26567,5000,0,890,6466.12,0.13927034449947,200001
345397SM,38844,100,0,265,279.048,0.13927034449947,200001
208251AE,20259,0,-35000,1464,29942.494,0.13927034449947,200001
345397SG,20259,65500,0,1464,29942.494,0.13927034449947,200001
852060AD,20259,30000,-7000,1464,29942.494,0.13927034449947,200001
852060AG,20259,48200,0,1464,29942.494,0.13927034449947,200001
931142BE,20259,55000,40000,1464,29942.494,0.13927034449947,200001
345397SM,21374,10900,10900,574,6422.11,0.13927034449947,200001
852060AG,21374,5000,0,574,6422.11,0.13927034449947,200001
345370CA,20703,56800,-19100,3513,64357.567,0.13927034449947,200001
345397SM,20703,82400,16000,3513,64357.567,0.13927034449947,200001
852060AD,20703,35000,35000,3513,64357.567,0.13927034449947,200001
852060AG,20703,107400,20000,3513,64357.567,0.13927034449947,200001
931142BE,20703,24250,24250,3513,64357.567,0.13927034449947,200001
208251AE,24228,15000,0,2137,38634.917,0.13927034449947,200001
345370CA,24228,5000,0,2137,38634.917,0.13927034449947,200001
345397SM,24228,5000,0,2137,38634.917,0.13927034449947,200001
852060AG,24228,35000,0,2137,38634.917,0.13927034449947,200001
931142BE,24228,5000,0,2137,38634.917,0.13927034449947,200001
345370CA,22038,2000,0,1857,10778.242,0.13927034449947,200001
345397SG,22038,8000,8000,1857,10778.242,0.13927034449947,200001
345397SM,22038,2500,1500,1857,10778.242,0.13927034449947,200001
852060AD,22038,1000,1000,1857,10778.242,0.13927034449947,200001
852060AG,22038,8500,1000,1857,10778.242,0.13927034449947,200001
931142BE,22038,9500,0,1857,10778.242,0.13927034449947,200001
208251AE,26374,2000,2000,223,1629.469,0.13927034449947,200001
345397SM,26374,3315,3315,223,1629.469,0.13927034449947,200001
345397SM,28964,170,170,605,2779.86,0.13927034449947,200001
852060AG,28964,25000,25000,605,2779.86,0.13927034449947,200001
208251AE,29783,10500,10500,1503,5412.125,0.13927034449947,200001
345370CA,29783,1000,1000,1503,5412.125,0.13927034449947,200001
345397SG,29783,490,490,1503,5412.125,0.13927034449947,200001
345397SM,29783,37310,37310,1503,5412.125,0.13927034449947,200001
852060AG,29783,1130,1130,1503,5412.125,0.13927034449947,200001
931142BE,29783,32930,32930,1503,5412.125,0.13927034449947,200001
208251AE,26649,5935,5935,1431,8248.171,0.13927034449947,200001
345370CA,26649,975,975,1431,8248.171,0.13927034449947,200001
345397SG,26649,2970,2970,1431,8248.171,0.13927034449947,200001
345397SM,26649,5305,5305,1431,8248.171,0.13927034449947,200001
931142BE,26649,6505,6505,1431,8248.171,0.13927034449947,200001
208251AE,26666,120,120,1546,18183.547,0.13927034449947,200001
345370CA,26666,4450,4450,1546,18183.547,0.13927034449947,200001
345397SG,26666,1715,1715,1546,18183.547,0.13927034449947,200001
345397SM,26666,161355,161355,1546,18183.547,0.13927034449947,200001
852060AD,26666,0,-130,1546,18183.547,0.13927034449947,200001
852060AG,26666,6000,6000,1546,18183.547,0.13927034449947,200001
931142BE,26666,67015,67015,1546,18183.547,0.13927034449947,200001
208251AE,26472,9390,9390,1435,19530.473,0.13927034449947,200001
345370CA,26472,66980,66980,1435,19530.473,0.13927034449947,200001
345397SM,26472,28600,28600,1435,19530.473,0.13927034449947,200001
852060AD,26472,16600,16600,1435,19530.473,0.13927034449947,200001
852060AG,26472,28950,28950,1435,19530.473,0.13927034449947,200001
345397SM,28976,5000,5000,340,1956.234,0.13927034449947,200001
208251AE,45585,2000,2000,165,509.602,0.13927034449947,200001
345370CA,45585,2800,2800,165,509.602,0.13927034449947,200001
931142BE,45585,2000,2000,165,509.602,0.13927034449947,200001
208251AE,25043,712,712,753,3995.973,0.13927034449947,200001
345370CA,25043,1486,1486,753,3995.973,0.13927034449947,200001
345397SG,25043,3380,3380,753,3995.973,0.13927034449947,200001
345397SM,25043,1477,1477,753,3995.973,0.13927034449947,200001
852060AD,25043,137,137,753,3995.973,0.13927034449947,200001
931142BE,25043,1143,1143,753,3995.973,0.13927034449947,200001
208251AE,34689,1333,1333,194,1380.744,0.13927034449947,200001
345397SG,34689,2417,2167,194,1380.744,0.13927034449947,200001
931142BE,34689,2333,2333,194,1380.744,0.13927034449947,200001
345397SG,35450,0,-2000,118,500.464,0.13927034449947,200001
345397SM,35450,2000,2000,118,500.464,0.13927034449947,200001
208251AE,36954,33,0,133,55.947,0.13927034449947,200001
345370CA,36954,88,0,133,55.947,0.13927034449947,200001
345397SM,36954,120,-388,133,55.947,0.13927034449947,200001
931142BE,36954,62,28,133,55.947,0.13927034449947,200001
345370CA,46879,2500,0,84,165.374,0.13927034449947,200001
852060AG,46879,853,0,84,165.374,0.13927034449947,200001
345370CA,23175,6500,6500,459,5661.719,0.145652221278079,200002
345397SG,23175,35000,-69250,459,5661.719,0.145652221278079,200002
345397SM,23175,42250,42250,459,5661.719,0.145652221278079,200002
208251AE,23402,0,-3790,146,1260.888,0.145652221278079,200002
25156PAB,23402,7800,7800,146,1260.888,0.145652221278079,200002
25156PAC,23402,13130,13130,146,1260.888,0.145652221278079,200002
345370CA,23402,0,-4000,146,1260.888,0.145652221278079,200002
852060AD,23402,16065,8275,146,1260.888,0.145652221278079,200002
25156PAB,23389,24450,24450,357,4967.467,0.145652221278079,200002
25156PAC,23389,36875,36875,357,4967.467,0.145652221278079,200002
852060AD,23389,29065,15765,357,4967.467,0.145652221278079,200002
345370CA,25208,10000,0,783,13661.855,0.145652221278079,200002
345397SG,25208,155,0,783,13661.855,0.145652221278079,200002
931142BE,25208,900,0,783,13661.855,0.145652221278079,200002
208251AE,29844,5500,0,641,7666.391,0.145652221278079,200002
345397SG,29844,15000,0,641,7666.391,0.145652221278079,200002
345397SM,29844,12700,0,641,7666.391,0.145652221278079,200002
852060AD,29844,22050,0,641,7666.391,0.145652221278079,200002
345397SM,29969,1000,0,394,815.796,0.145652221278079,200002
852060AD,29969,1700,0,394,815.796,0.145652221278079,200002
208251AE,41739,425,425,129,456.676,0.145652221278079,200002
345370CA,41739,0,-1500,129,456.676,0.145652221278079,200002
345397SG,41739,10000,-90,129,456.676,0.145652221278079,200002
345397SM,41739,2490,2490,129,456.676,0.145652221278079,200002
852060AG,41739,6960,-260,129,456.676,0.145652221278079,200002
208251AE,20877,15000,-20000,761,9156.002,0.145652221278079,200002
25156PAC,20877,45000,45000,761,9156.002,0.145652221278079,200002
345370CA,20877,82000,49000,761,9156.002,0.145652221278079,200002
345397SG,20877,5000,0,761,9156.002,0.145652221278079,200002
345397SM,20877,10000,-10000,761,9156.002,0.145652221278079,200002
852060AD,20877,41000,38500,761,9156.002,0.145652221278079,200002
852060AG,20877,15000,0,761,9156.002,0.145652221278079,200002
345397SM,29628,24800,0,929,8551.155,0.145652221278079,200002
345370CA,26326,4500,0,609,2695.199,0.145652221278079,200002
852060AG,26326,3500,0,609,2695.199,0.145652221278079,200002
345397SM,45371,13500,0,439,2234.358,0.145652221278079,200002
931142BE,45371,10000,0,439,2234.358,0.145652221278079,200002
208251AE,21799,4500,0,655,6055.653,0.145652221278079,200002
25156PAB,21799,5000,5000,655,6055.653,0.145652221278079,200002
25156PAC,21799,37500,37500,655,6055.653,0.145652221278079,200002
345397SG,21799,16000,-5000,655,6055.653,0.145652221278079,200002
345397SM,21799,0,-10000,655,6055.653,0.145652221278079,200002
345397SM,26661,8080,0,1890,16233.749,0.145652221278079,200002
852060AD,26661,3625,0,1890,16233.749,0.145652221278079,200002
852060AG,26661,6000,0,1890,16233.749,0.145652221278079,200002
345370CA,22065,23000,-5000,3147,59150.299,0.145652221278079,200002
345397SM,22065,25000,25000,3147,59150.299,0.145652221278079,200002
852060AD,22065,103000,-9000,3147,59150.299,0.145652221278079,200002
852060AG,22065,45000,-10000,3147,59150.299,0.145652221278079,200002
931142BE,22065,0,-5000,3147,59150.299,0.145652221278079,200002
25156PAC,26567,17500,17500,840,6140.45,0.145652221278079,200002
345370CA,26567,21000,-10000,840,6140.45,0.145652221278079,200002
852060AD,26567,34000,0,840,6140.45,0.145652221278079,200002
852060AG,26567,5000,0,840,6140.45,0.145652221278079,200002
345397SM,38844,100,0,264,278.048,0.145652221278079,200002
208251AE,20259,10000,10000,1463,30541.34,0.145652221278079,200002
345397SG,20259,87000,21500,1463,30541.34,0.145652221278079,200002
345397SM,20259,15000,15000,1463,30541.34,0.145652221278079,200002
852060AD,20259,20000,-10000,1463,30541.34,0.145652221278079,200002
852060AG,20259,48200,0,1463,30541.34,0.145652221278079,200002
931142BE,20259,75000,20000,1463,30541.34,0.145652221278079,200002
25156PAC,21374,18645,18645,570,6049.966,0.145652221278079,200002
345370CA,21374,6914,6914,570,6049.966,0.145652221278079,200002
345397SM,21374,19180,8280,570,6049.966,0.145652221278079,200002
852060AG,21374,5000,0,570,6049.966,0.145652221278079,200002
25156PAB,20703,17500,17500,3465,64049.487,0.145652221278079,200002
25156PAC,20703,66390,66390,3465,64049.487,0.145652221278079,200002
345370CA,20703,38400,-18400,3465,64049.487,0.145652221278079,200002
345397SM,20703,69400,-13000,3465,64049.487,0.145652221278079,200002
852060AD,20703,35000,0,3465,64049.487,0.145652221278079,200002
852060AG,20703,107400,0,3465,64049.487,0.145652221278079,200002
931142BE,20703,14250,-10000,3465,64049.487,0.145652221278079,200002
208251AE,24228,15000,0,2196,38844.274,0.145652221278079,200002
345370CA,24228,5000,0,2196,38844.274,0.145652221278079,200002
345397SM,24228,5000,0,2196,38844.274,0.145652221278079,200002
852060AG,24228,35000,0,2196,38844.274,0.145652221278079,200002
931142BE,24228,5000,0,2196,38844.274,0.145652221278079,200002
25156PAB,22038,33000,33000,1933,11458.545,0.145652221278079,200002
345370CA,22038,2000,0,1933,11458.545,0.145652221278079,200002
345397SG,22038,8000,0,1933,11458.545,0.145652221278079,200002
345397SM,22038,2500,0,1933,11458.545,0.145652221278079,200002
852060AD,22038,1000,0,1933,11458.545,0.145652221278079,200002
